283,Viljoen,Anneken,JR-3,Missouri,4:26.40,2024 Bryan Clay Invitational,Apr 11,2024
284,Bower,Sierra,JR-3,Furman,4:26.42,Bob Davidson Team Challenge presented by Norris Woody,Mar 22,2024
285,Poglitsch,Sam,JR-3,Illinois,4:26.47,64th Annual Mt. SAC Relays,Apr 17,2024
286,Moroney,Grace,FR-1,Utah,4:26.48,114th Drake Relays,Apr 24,2024
287,Chavez,Mia,SO-2,Arizona State,4:26.50,45th Aztec Invitational,Mar 22,2024
288,Coyne,Sarah,FR-1,Michigan State,4:26.53,GVSU Extra Weekend Meet,Apr 25,2024
288,Levonas,Emily,JR-3,Dartmouth,4:26.53,2024 UMass-Lowell George Davis Invitational,Apr 19,2024
290,Fenerty,Julia,SR-4,Duke,4:26.59,Raleigh Relays,Mar 28,2024
291,Busienei,Ashley,SO-2,Sacramento St.,4:26.60,2024 Causeway Classic,Apr 26,2024
292,Abraham,Eleanor,SR-4,Navy,4:26.61,Virginia Grand Prix,Apr 12,2024
293,Preisano,Alyssa,FR-1,Wake Forest,4:26.63,Wake Forest Invitational,Apr 19,2024
293,Goode,Gwenno,FR-1,La Salle,4:26.63,Paul Donahue Invitational at Widener University,Apr 19,2024
295,Moffitt,Madi,SR-4,BYU,4:26.68,2024 Bryan Clay Invitational,Apr 11,2024
296,McDonnell,Samantha,FR-1,Oregon,4:26.71,2024 Bryan Clay Invitational,Apr 11,2024
297,Alder,Vanesa,FR-1,BYU,4:26.72,2024 Bryan Clay Invitational,Apr 11,2024
298,Herring,Abby,SR-4,Marshall,4:26.75,FSU Relays,Mar 21,2024
298,Moore,Keira,SO-2,Northern Arizona,4:26.75,2024 Willie Williams Classic,Mar 22,2024
300,Clas,Mairead,SO-2,Cornell,4:26.85,Bison Outdoor Classic,Apr 12,2024
301,Downes,Iris,FR-1,Duke,4:26.87,Raleigh Relays,Mar 28,2024
301,Munga,Mary,FR-1,Akron,4:26.87,2024 Bryan Clay Invitational,Apr 11,2024
303,Robinson,Emily,JR-3,Villanova,4:26.89,Raleigh Relays,Mar 28,2024
303,Max,Fiona,SR-4,Princeton,4:26.89,Wake Forest Invitational,Apr 19,2024
305,Cubbison,Kylee,SO-2,Bowling Green,4:26.94,GVSU Extra Weekend Meet,Apr 25,2024
306,Diaz,Danna,JR-3,Tulane,4:26.99,2024 Bryan Clay Invitational,Apr 11,2024
307,Tuck,Lilly,SR-4,Providence,4:27.01,UCF Black & Gold Invite,Mar 15,2024
308,Kehoe,Hannah,FR-1,San Francisco,4:27.02,2024 Hornet Invite,Mar 15,2024
309,McDonnell,Sophia,JR-3,New Mexico,4:27.17,2024 Bryan Clay Invitational,Apr 11,2024
310,Geddes,Mattalyn,SR-4,Utah State,4:27.18,2024 Bryan Clay Invitational,Apr 11,2024
311,Parks,Gwen,JR-3,Cornell,4:27.21,Virginia Challenge,Apr 19,2024
312,Halfhill,Joanna,JR-3,Army West Point,4:27.22,UCF Knights Invite,Mar 22,2024
313,Disher,Leah,SR-4,USC,4:27.28,UCLA vs. USC Dual 2024,Apr 27,2024
314,Corcoran,Anna,SO-2,Duke,4:27.29,2024 Charlotte Invitational,Apr 26,2024
315,Tolson,Rylee,FR-1,Michigan,4:27.30,USF Bulls Alumni Invitational,Mar 15,2024
316,Laurent,Kate,SO-2,Oregon State,4:27.32,OSU PNW Invitational,Mar 16,2024
317,Shetty,Zoe,SR-4,Penn,4:27.33,Paul Donahue Invitational at Widener University,Apr 19,2024
317,McNatt,Anna,FR-1,Princeton,4:27.33,Wake Forest Invitational,Apr 19,2024
319,Seymour,Sydney,SR-4,NC State,4:27.36,Duke Invitational,Apr 11,2024
320,Ennasri,Khadija,FR-1,Eastern Kentucky,4:27.44,Rick Erdmann Twilight,Apr 27,2024
321,Lusk,Kendra,JR-3,Montana State,4:27.48,Cat - Griz Outdoor Dual,Apr 5,2024
322,Madden,Ruby,FR-1,Wisconsin,4:27.49,Wake Forest Invitational,Apr 19,2024
323,Valenti,Whitney,JR-3,Colorado,4:27.53,2024 Bryan Clay Invitational,Apr 11,2024
324,Clackett,Rebecca,JR-3,Stony Brook,4:27.54,2024 Friar Invitational,Apr 12,2024
325,Kerimo,Emma,JR-3,Dartmouth,4:27.60,2024 UMass-Lowell George Davis Invitational,Apr 19,2024
325,Erzen,Ainsley,SO-2,Arkansas,4:27.60,Arkansas Spring Invitational,Apr 6,2024
327,Jortberg,Kate,SO-2,Georgia Tech,4:27.62,Georgia Tech Invitational,Apr 19,2024
328,Waters,Lila,FR-1,Virginia Tech,4:27.64,Virginia High Performance,Apr 28,2024
329,Addy,Jackie,SR-4,Baylor,4:27.66,Clyde Hart Classic,Mar 22,2024
330,Jimoh,Ramat,SO-2,Miss State,4:27.67,LSU Battle on the Bayou,Mar 29,2024
331,Ferguson,Emma,FR-1,Kennesaw State,4:27.68,Georgia Tech Invitational,Apr 19,2024
332,Smith,Holly,JR-3,Iona,4:27.73,2024 Friar Invitational,Apr 12,2024
333,Strong,Katherine,SO-2,Dartmouth,4:27.82,2024 UMass-Lowell George Davis Invitational,Apr 19,2024
334,Wilson,Allison,SR-4,Florida,4:27.84,Pepsi Florida Relays,Mar 29,2024
335,Sheppard,Kaitlyn,SO-2,Bradley,4:27.91,2024 Bryan Clay Invitational,Apr 11,2024
336,Luna,Frances,SO-2,Ole Miss,4:27.92,Tom Jones Memorial Invitational,Apr 12,2024
337,Millen,Olivia,SO-2,Michigan State,4:27.93,Spartan Invite 2024,Apr 5,2024
338,Anderson,Hunter,SO-2,Miss State,4:27.95,2024 Maroon and White Invite,Apr 26,2024
339,Phillips,Nadia,FR-1,Charlotte,4:27.97,2024 Charlotte Invitational,Apr 26,2024
339,Lindsay,Helena,SR-4,Georgia Tech,4:27.97,Yellow Jacket Invitational,Mar 16,2024
341,Walstad,Palmer,FR-1,Wake Forest,4:27.99,2024 Charlotte Invitational,Apr 26,2024
341,Surtz,Lianna,SO-2,Toledo,4:27.99,Bison Outdoor Classic,Apr 12,2024
343,Kiptanui,Dorcas,FR-1,Kansas,4:28.01,Kansas Relays,Apr 18,2024
344,Beville,Abigail,FR-1,Elon,4:28.03,2024 Charlotte Invitational,Apr 26,2024
345,Vanderheyden,Mikenna,SR-4,West Virginia,4:28.06,Raleigh Relays,Mar 28,2024
346,Vanderkolk,Kaitlyn,JR-3,Belmont,4:28.07,Outdoor Music City Challenge,Apr 26,2024
347,Rector,Judith,JR-3,Michigan State,4:28.09,Spartan Invite 2024,Apr 5,2024
347,Perkins,Avery,FR-1,Texas A&M,4:28.09,Penn Relays,Apr 25,2024
349,Amon,Thobile,SR-4,New Mexico St.,4:28.10,2024 Bryan Clay Invitational,Apr 11,2024
350,Walford,Tabatha,SR-4,Eastern Michigan,4:28.11,Wake Forest Invitational,Apr 19,2024
351,Dieball,Meghan,SR-4,DePaul,4:28.17,2024 Bryan Clay Invitational,Apr 11,2024
352,Weir,Alexandra,SR-4,New Orleans,4:28.18,Keyth Talley Invitational,Mar 23,2024
353,Lundgren,Noemi,FR-1,Oregon State,4:28.22,OSU PNW Invitational,Mar 16,2024
354,Baker,Lily,FR-1,Tennessee,4:28.28,Wake Forest Invitational,Apr 19,2024
355,Akagi,Anne,SR-4,Charleston Southern,4:28.32,Georgia Tech Invitational,Apr 19,2024
356,Nowicki,Sydney,SR-4,Pittsburgh,4:28.33,USF Bulls Alumni Invitational,Mar 15,2024
357,Wolski,Ellie,JR-3,Coastal Carolina,4:28.37,East Coast Relays,Apr 26,2024
358,Meyer,Emilie,JR-3,Drake,4:28.39,2024 Bryan Clay Invitational,Apr 11,2024
359,DeKay,Rebecca,JR-3,New Orleans,4:28.40,Keyth Talley Invitational,Mar 23,2024
360,Wehrle,Mariah,JR-3,Indiana,4:28.41,2024 Bryan Clay Invitational,Apr 11,2024
361,Klatt,Courtney,SR-4,Portland,4:28.44,Oregon Preview,Mar 22,2024
362,Shuble,Katerina,SR-4,Bowling Green,4:28.47,GVSU Extra Weekend Meet,Apr 25,2024
363,Bader,Elizabeth,JR-3,Virginia,4:28.49,Virginia Opener,Mar 23,2024
364,Wilkes,Carly,SO-2,Furman,4:28.51,Electric City Invitational,Apr 12,2024
365,Vieth,Stella,SO-2,Princeton,4:28.52,Wake Forest Invitational,Apr 19,2024
366,Gonzales,Anastacia,SO-2,Arkansas,4:28.55,2024 96th Clyde Littlefield Texas Relays,Mar 27,2024
367,Jensen,Shelby,FR-1,Utah State,4:28.57,Utah Tech Invitational,Mar 22,2024
368,Thorsett,Ella,FR-1,Oregon,4:28.58,Oregon Preview,Mar 22,2024
369,Perry,Kailee,JR-3,Bowling Green,4:28.61,2024 Bryan Clay Invitational,Apr 11,2024
370,Turk,Katie,JR-3,Maryland,4:28.64,Virginia Challenge,Apr 19,2024
370,Grant,Paige,JR-3,Notre Dame,4:28.64,GVSU Extra Weekend Meet,Apr 25,2024
370,Curry,Emma,JR-3,Vanderbilt,4:28.64,Pepsi Florida Relays,Mar 29,2024
373,Wheeler,McKinley,FR-1,Iowa State,4:28.67,Stanford Invitational,Mar 29,2024
374,Masciarelli,Sydney,SO-2,North Carolina,4:28.68,Duke Invitational,Apr 11,2024
375,Magson,Sophie,SO-2,Radford,4:28.69,Virginia Challenge,Apr 19,2024
375,Martin,Olivia,FR-1,Princeton,4:28.69,Larry Ellis Invitational,Apr 12,2024
377,Lucki,Sophia,SO-2,Michigan State,4:28.71,Spartan Invite 2024,Apr 5,2024
378,Cunniam,Erika,SO-2,Oregon State,4:28.73,OSU PNW Invitational,Mar 16,2024
379,Miyazawa,Mimi,JR-3,Utah State,4:28.75,Payton Jordan Invitational,Apr 26,2024
379,Kiser,Camy,FR-1,Pittsburgh,4:28.75,Bison Outdoor Classic,Apr 12,2024
381,Nielson,Heidi,SO-2,Arkansas,4:28.76,Tom Jones Memorial Invitational,Apr 12,2024
381,Weems,Ava,SR-4,Montana State,4:28.76,Montana Open,Apr 19,2024
383,Carroll,Margaret,JR-3,Villanova,4:28.78,Larry Ellis Invitational,Apr 12,2024
384,Chaboche,Faustine,FR-1,SMU,4:28.87,Clyde Hart Classic,Mar 22,2024
384,Ewert,Taylor,JR-3,Michigan State,4:28.87,Virginia Challenge,Apr 19,2024
386,Helebrantova,Petra,FR-1,San Francisco,4:28.99,2024 Bryan Clay Invitational,Apr 11,2024
386,Donohue,Jasmine,SR-4,App State,4:28.99,Georgia Tech Invitational,Apr 19,2024
388,Zaro,Anita,JR-3,Eastern Michigan,4:29.00,Wake Forest Invitational,Apr 19,2024
389,Stone Boggs,Alaina,SR-4,Washington St.,4:29.08,2024 Arizona Spring Break Fiesta,Mar 16,2024
390,Mancini,Christine,SR-4,La Salle,4:29.09,Raleigh Relays,Mar 28,2024
391,Martin Del Campo,Ane,FR-1,FIU,4:29.12,2024 Bryan Clay Invitational,Apr 11,2024
391,Egge,Anelise,SO-2,Milwaukee,4:29.12,Clark Wood Open 2024,Apr 26,2024
391,Shult,Carolyn,JR-3,Wisconsin,4:29.12,UW-Platteville Invitational,Apr 12,2024
394,Streetman,Mallory,SO-2,Miss State,4:29.15,2024 Bryan Clay Invitational,Apr 11,2024
395,Wood,Samantha,SO-2,San Diego St.,4:29.20,45th Aztec Invitational,Mar 22,2024
395,Reagle,Aislynn,SO-2,Charlotte,4:29.20,2024 Charlotte Invitational,Apr 26,2024
397,Kipsang,Winnie,SO-2,UT-Arlington,4:29.25,2024 Bryan Clay Invitational,Apr 11,2024
398,Marston,Gracie,SO-2,Georgia Tech,4:29.28,Georgia Tech Invitational,Apr 19,2024
399,Arentz,Beth,SO-2,Ole Miss,4:29.30,Ole Miss Classic,Mar 22,2024
400,Attenborough,Amelie,SO-2,Rice,4:29.31,2024 Bryan Clay Invitational,Apr 11,2024
401,Politza,Kaylie,SO-2,Oklahoma State,4:29.32,John McDonnell Invitational,Apr 18,2024
401,Berryhill-Worshek,Libby,SO-2,Wyoming,4:29.32,Jack Christiansen Invite,Mar 29,2024
403,Paige,Makayla,SO-2,North Carolina,4:29.33,Raleigh Relays,Mar 28,2024
404,Hirschfeld,Anya,SR-4,Georgetown,4:29.34,Wake Forest Invitational,Apr 19,2024
404,Gilbreth,Grace,JR-3,Montana State,4:29.34,Cat - Griz Outdoor Dual,Apr 5,2024
406,Dildine,Elizabeth,JR-3,BYU,4:29.37,2024 Bryan Clay Invitational,Apr 11,2024
407,Petrova,Yasna,JR-3,CBU,4:29.38,Steve Scott Invitational,Apr 26,2024
408,Smith,Quinn,FR-1,Elon,4:29.42,2024 Charlotte Invitational,Apr 26,2024
409,Clare,Rory,SO-2,Columbia,4:29.43,Wake Forest Invitational,Apr 19,2024
410,Petee,Lucy,SR-4,Michigan,4:29.44,2024 Jim Green Invitational,Apr 19,2024
411,Cheptoo,Zenah,FR-1,Washington St.,4:29.45,2024 Arizona Spring Break Fiesta,Mar 16,2024
412,Purves,Rhian,SR-4,Col. of Charleston,4:29.46,Charleston Southern Invitational,Mar 15,2024
412,Wassell,Grace,FR-1,Wake Forest,4:29.46,2024 Charlotte Invitational,Apr 26,2024
412,Jobes,Emily,SO-2,Boise State,4:29.46,2024 Bryan Clay Invitational,Apr 11,2024
415,Lambert,Ella,JR-3,Vanderbilt,4:29.49,Pepsi Florida Relays,Mar 29,2024
416,Turner,Anya,SR-4,Central Michigan,4:29.51,Jesse Owens Track & Field Classic,Apr 19,2024
416,Nieset,Brianna,JR-3,Southern Illinois,4:29.51,Outdoor Music City Challenge,Apr 26,2024
418,Inch,Cara,JR-3,Lamar,4:29.52,The 41st Victor Lopez Classic,Mar 21,2024
419,Swain,Natalie,FR-1,Utah State,4:29.53,2024 BYU Robison Invitational,Apr 25,2024
420,Baechler,Maya,FR-1,Oregon State,4:29.58,2024 Bryan Clay Invitational,Apr 11,2024
421,Browne,Bella,SO-2,UCLA,4:29.60,Bob Larsen Distance Carnival,Mar 22,2024
421,Schulz,Jenna,JR-3,NC State,4:29.60,Wake Forest Invitational,Apr 19,2024
423,Hall,Kiera,FR-1,Providence,4:29.61,Brown Springtime Invitational,Apr 28,2024
424,Van Gils,Anouk,SR-4,Eastern Kentucky,4:29.68,Rick Erdmann Twilight,Apr 27,2024
425,Towe,Eleanor,FR-1,Mid. Tenn. State,4:29.72,2024 Bryan Clay Invitational,Apr 11,2024
425,Ilnicki-Lambert,Luci,SO-2,Virginia,4:29.72,Virginia High Performance,Apr 28,2024
425,Tissier,Flora,JR-3,SMU,4:29.72,Stanford Invitational,Mar 29,2024
428,Byers,Ella,SR-4,South Dakota,4:29.73,Bobcat Invitational & Multi,Mar 28,2024
429,Meyer,Grace,SO-2,Kansas State,4:29.74,64th Annual Mt. SAC Relays,Apr 17,2024
430,Bruckmayer,Hanna,JR-3,New Mexico,4:29.75,2024 Bryan Clay Invitational,Apr 11,2024
431,Liddle,Sydney,JR-3,Lipscomb,4:29.76,Joe Walker Invitational,Apr 5,2024
431,Mitchell,Ava,FR-1,Northern Arizona,4:29.76,2024 Bryan Clay Invitational,Apr 11,2024
433,Beckman,Claire,JR-3,South Dakota St.,4:29.77,2024 Bryan Clay Invitational,Apr 11,2024
434,Holland,Kyra,JR-3,William & Mary,4:29.84,Raleigh Relays,Mar 28,2024
435,Link,Grace,JR-3,North Dakota State,4:29.87,2024 Bryan Clay Invitational,Apr 11,2024
436,Simshauser,Kylie,JR-3,Wyoming,4:29.90,Doug Max Invitational,Apr 28,2024
436,Warner,Allie,SR-4,BYU,4:29.90,2024 Bryan Clay Invitational,Apr 11,2024
438,Vanadzina,Kamilla,SO-2,San Francisco,4:29.92,2024 Bryan Clay Invitational,Apr 11,2024
439,Vaquera,Paula,SO-2,Tulane,4:29.94,2024 Bryan Clay Invitational,Apr 11,2024
440,Boulay,Gabrielle,FR-1,Miss State,4:29.95,2024 Bryan Clay Invitational,Apr 11,2024
440,Partyka,Sydney,JR-3,Louisville,4:29.95,Clark Wood Open 2024,Apr 26,2024
442,Varela,Natalie,SR-4,Miami (Fla.),4:29.97,East Coast Relays,Apr 26,2024
443,Liano,Elena,FR-1,Tulane,4:29.98,2024 Bryan Clay Invitational,Apr 11,2024
443,Hassman,Chloe,JR-3,Penn,4:29.98,Raleigh Relays,Mar 28,2024
445,Pettersson,Stina,JR-3,Portland,4:29.99,2024 Bryan Clay Invitational,Apr 11,2024
446,Jess,Eva,JR-3,Texas,4:30.03,2024 UTSA Invitational,Mar 15,2024
447,Chappell,Lottie,FR-1,Georgia Tech,4:30.06,Tom Jones Memorial Invitational,Apr 12,2024
448,Cadeau,Madelynne,SR-4,Furman,4:30.10,Electric City Invitational,Apr 12,2024
449,Newcombe,Natalie,JR-3,Central Michigan,4:30.12,GVSU Extra Weekend Meet,Apr 25,2024
450,Paulson,Lindsey,FR-1,Montana State,4:30.13,2024 Bryan Clay Invitational,Apr 11,2024
451,Christie,Annie,JR-3,Miami (Ohio),4:30.16,BSU - We Fly Challenge,Apr 12,2024
451,Everett,Destiny,JR-3,BYU,4:30.16,2024 BYU Robison Invitational,Apr 25,2024
451,Prauchner,Nicole,FR-1,Evansville,4:30.16,Rick Erdmann Twilight,Apr 27,2024
454,Longenecker,Mara,FR-1,Michigan,4:30.20,Tom Jones Memorial Invitational,Apr 12,2024
454,Szulska,Aleksandra,FR-1,Buffalo,4:30.20,East Coast Relays,Apr 26,2024
456,Hansen,Brittney,SR-4,Gonzaga,4:30.22,18th Sam Adams Classic,Mar 16,2024
457,Kopec,Katie,FR-1,Oregon State,4:30.26,OSU PNW Invitational,Mar 16,2024
457,Prusse,Samantha,JR-3,Portland,4:30.26,2024 Bryan Clay Invitational,Apr 11,2024
459,Cole,Morgan,SR-4,Youngstown St.,4:30.28,Jesse Owens Track & Field Classic,Apr 19,2024
459,Grabowski,Anna,FR-1,Gonzaga,4:30.28,2024 Buc Scoring Invite,Mar 21,2024
461,Fauria,Isabella,SR-4,San Diego St.,4:30.29,45th Aztec Invitational,Mar 22,2024
461,Mitchell,Sarah,SO-2,George Washington,4:30.29,2024 George Mason Ebanks Invitational,Apr 5,2024
463,McCorkle,Georgia,SO-2,California,4:30.30,2024 Hornet Invite,Mar 15,2024
464,Douglass,Emma,SO-2,Wake Forest,4:30.34,Charlotte 49er Classic,Mar 14,2024
464,Groleau,Azalea,JR-3,Seattle U.,4:30.34,OSU PNW Invitational,Mar 16,2024
466,Meyer,Claire,SR-4,Houston,4:30.35,The 41st Victor Lopez Classic,Mar 21,2024
467,Flannery,Reagan,JR-3,Pittsburgh,4:30.37,Bison Outdoor Classic,Apr 12,2024
468,Compton,Sophie,SO-2,Navy,4:30.44,Virginia Grand Prix,Apr 12,2024
469,Rahm,Malin,FR-1,Connecticut,4:30.46,Jesse Owens Track & Field Classic,Apr 19,2024
469,Surber,Madi,SO-2,Oklahoma State,4:30.46,Stanford Invitational,Mar 29,2024
471,Stromsland,Brooke,JR-3,Belmont,4:30.48,Outdoor Music City Challenge,Apr 26,2024
472,Hutchison,Grace,FR-1,BYU,4:30.50,Stanford Invitational,Mar 29,2024
472,Langschwager,Emilie,FR-1,Hawaii,4:30.50,2024 Hornet Invite,Mar 15,2024
474,Scheier,Maddie,FR-1,Miami (Fla.),4:30.56,East Coast Relays,Apr 26,2024
475,Wetteland,Kelly,FR-1,Arizona,4:30.59,64th Annual Mt. SAC Relays,Apr 17,2024
475,Zorn,Jada,SO-2,Montana State,4:30.59,Cat - Griz Outdoor Dual,Apr 5,2024
477,Goggans,Bailey,JR-3,Texas A&M,4:30.60,18th Carolina Spring Break Classic,Mar 14,2024
478,Vogtmann,Anna,JR-3,UC Irvine,4:30.61,Ben Brown Invitational,Mar 8,2024
479,Ouellette,Nina,SO-2,Georgia,4:30.62,Georgia Tech Invitational,Apr 19,2024
480,Dorsey,Katie,SO-2,Virginia,4:30.63,Virginia High Performance,Apr 28,2024
481,Calvert,Carolinh,SR-4,UC Riverside,4:30.68,Mangrum Invitational,Mar 22,2024
481,Moore,Aaliyah,JR-3,Kansas,4:30.68,Kansas Relays,Apr 18,2024
483,Martin,Natalia,FR-1,Charlotte,4:30.73,2024 Charlotte Invitational,Apr 26,2024
484,Campbell,Kimone,SR-4,ULM,4:30.75,Bobcat Invitational & Multi,Mar 28,2024
485,Trober,Mya,FR-1,Iowa State,4:30.81,Stanford Invitational,Mar 29,2024
486,Wallace,Madigan,JR-3,Kennesaw State,4:30.82,East Coast Relays,Apr 26,2024
487,Yakaboski,Christina,SR-4,Lehigh,4:30.86,Penn Relays,Apr 25,2024
488,Schwinghamer,Jenna,JR-3,Kentucky,4:30.89,Stanford Invitational,Mar 29,2024
489,Waage,Grace,JR-3,South Dakota St.,4:30.90,114th Drake Relays,Apr 24,2024
490,Winter,Bailey,SR-4,Weber State,4:31.04,2024 Bryan Clay Invitational,Apr 11,2024
490,Fostveit,Abby,SR-4,Butler,4:31.04,Clark Wood Open 2024,Apr 26,2024
492,Fenske,Anna,JR-3,Northern Arizona,4:31.07,Desert Heat Classic 2024,Apr 27,2024
493,Cummings,Caroline,FR-1,Georgetown,4:31.12,Wake Forest Invitational,Apr 19,2024
493,Uhre,Hailey,SO-2,Wyoming,4:31.12,Doug Max Invitational,Apr 28,2024
495,Riggins,Hannah,FR-1,Princeton,4:31.13,Larry Ellis Invitational,Apr 12,2024
496,Klebeck,Lucy,SR-4,Gonzaga,4:31.19,2024 Buc Scoring Invite,Mar 21,2024
496,Petitjean,Sarah,SO-2,Elon,4:31.19,Wake Forest Invitational,Apr 19,2024
496,Tait,Sarah,JR-3,West Virginia,4:31.19,Raleigh Relays,Mar 28,2024
496,Matarese,Ellaney,JR-3,Harvard,4:31.19,Wake Forest Invitational,Apr 19,2024
500,Morales,Julia,SR-4,San Francisco,4:31.27,Payton Jordan Invitational,Apr 26,2024
